city,year,month,station,溫度,Season
高雄市,2011,7,美濃,28.38,Summer
苗栗縣,2011,7,苗栗,29.23,Summer
南投縣,2011,7,埔里,26.6,Summer
桃園市,2011,7,桃園,29.26,Summer
基隆市,2011,7,基隆,29.41,Summer
雲林縣,2011,7,崙背,28.77,Summer
雲林縣,2011,7,麥寮,29.87,Summer
高雄市,2011,7,復興,28.56,Summer
新竹縣,2011,7,湖口,28.94,Summer
臺南市,2011,7,善化,28.62,Summer
新北市,2011,7,菜寮,30.15,Summer
臺北市,2011,7,陽明,23.09,Summer
新竹市,2011,7,新竹,29.54,Summer
新北市,2011,7,新店,29.6,Summer
新北市,2011,7,新莊,30.58,Summer
嘉義縣,2011,7,新港,28.53,Summer
臺南市,2011,7,新營,29.05,Summer
高雄市,2011,7,楠梓,28.88,Summer
新北市,2011,7,萬里,29.02,Summer
臺北市,2011,7,萬華,30.4,Summer
嘉義市,2011,7,嘉義,29.04,Summer
彰化縣,2011,7,彰化,29.97,Summer
雲林縣,2011,7,臺西,28.73,Summer
臺東縣,2011,7,臺東,28.89,Summer
臺南市,2011,7,臺南,29.48,Summer
高雄市,2011,7,鳳山,28.98,Summer
屏東縣,2011,7,潮州,27.83,Summer
彰化縣,2011,7,線西,28.78,Summer
高雄市,2011,7,橋頭,29.4,Summer
苗栗縣,2011,7,頭份,29.08,Summer
桃園市,2011,7,龍潭,28.37,Summer
臺中市,2011,7,豐原,28.37,Summer
臺東縣,2011,7,關山,27.66,Summer
桃園市,2011,7,觀音,29.41,Summer
彰化縣,2011,8,二林,29.63,Summer
新北市,2011,8,三重,29.78,Summer
苗栗縣,2011,8,三義,26.56,Summer
新北市,2011,8,土城,29.62,Summer
臺北市,2011,8,士林,29.8,Summer
臺中市,2011,8,大里,29.08,Summer
桃園市,2011,8,大園,30.53,Summer
高雄市,2011,8,大寮,28.97,Summer
高雄市,2011,8,小港,29.74,Summer
臺北市,2011,8,中山,30.36,Summer
桃園市,2011,8,中壢,28.87,Summer
高雄市,2011,8,仁武,29.34,Summer
雲林縣,2011,8,斗六,29.27,Summer
宜蘭縣,2011,8,冬山,29.71,Summer
臺北市,2011,8,古亭,29.78,Summer
高雄市,2011,8,左營,29.61,Summer
桃園市,2011,8,平鎮,29.36,Summer
新北市,2011,8,永和,30.12,Summer
臺南市,2011,8,安南,30.39,Summer
嘉義縣,2011,8,朴子,29.83,Summer
新北市,2011,8,汐止,30,Summer
南投縣,2011,8,竹山,27.47,Summer
新竹縣,2011,8,竹東,29.14,Summer
臺中市,2011,8,西屯,29.28,Summer
臺中市,2011,8,沙鹿,29.8,Summer
宜蘭縣,2011,8,宜蘭,29.79,Summer
臺中市,2011,8,忠明,30.09,Summer
新北市,2011,8,林口,28.52,Summer
高雄市,2011,8,林園,29.05,Summer
新北市,2011,8,板橋,29.55,Summer
臺北市,2011,8,松山,29.85,Summer
花蓮縣,2011,8,花蓮,29.44,Summer
高雄市,2011,8,前金,29.76,Summer
高雄市,2011,8,前鎮,29.74,Summer
南投縣,2011,8,南投,28.78,Summer
屏東縣,2011,8,屏東,29.19,Summer
屏東縣,2011,8,恆春,27.64,Summer
高雄市,2011,8,美濃,29.14,Summer
苗栗縣,2011,8,苗栗,29.75,Summer
南投縣,2011,8,埔里,27.08,Summer
桃園市,2011,8,桃園,29.48,Summer
基隆市,2011,8,基隆,29.4,Summer
雲林縣,2011,8,崙背,29.21,Summer
雲林縣,2011,8,麥寮,30,Summer
高雄市,2011,8,復興,29.34,Summer
新竹縣,2011,8,湖口,29.52,Summer
臺南市,2011,8,善化,29.52,Summer
新北市,2011,8,菜寮,30.06,Summer
臺北市,2011,8,陽明,23.49,Summer
新竹市,2011,8,新竹,30.02,Summer
新北市,2011,8,新店,29.32,Summer
新北市,2011,8,新莊,30.51,Summer
嘉義縣,2011,8,新港,29.07,Summer
臺南市,2011,8,新營,29.64,Summer
高雄市,2011,8,楠梓,29.67,Summer
新北市,2011,8,萬里,28.89,Summer
臺北市,2011,8,萬華,31.08,Summer
嘉義市,2011,8,嘉義,29.59,Summer
彰化縣,2011,8,彰化,30.48,Summer
雲林縣,2011,8,臺西,29.36,Summer
臺東縣,2011,8,臺東,30.04,Summer
臺南市,2011,8,臺南,29.77,Summer
高雄市,2011,8,鳳山,29.73,Summer
屏東縣,2011,8,潮州,28.3,Summer
彰化縣,2011,8,線西,29.19,Summer
高雄市,2011,8,橋頭,30,Summer
苗栗縣,2011,8,頭份,29.6,Summer
桃園市,2011,8,龍潭,28.54,Summer
臺中市,2011,8,豐原,28.83,Summer
臺東縣,2011,8,關山,27.69,Summer
桃園市,2011,8,觀音,29.89,Summer
彰化縣,2011,9,二林,27.72,fall
新北市,2011,9,三重,28,fall
苗栗縣,2011,9,三義,24.87,fall
新北市,2011,9,土城,27.99,fall
臺北市,2011,9,士林,28.27,fall
臺中市,2011,9,大里,28.84,fall
桃園市,2011,9,大園,28.5,fall
高雄市,2011,9,大寮,28.14,fall
高雄市,2011,9,小港,28.98,fall
臺北市,2011,9,中山,28.4,fall
桃園市,2011,9,中壢,27.16,fall
高雄市,2011,9,仁武,28.56,fall
雲林縣,2011,9,斗六,28.17,fall
宜蘭縣,2011,9,冬山,26.69,fall
臺北市,2011,9,古亭,27.98,fall
高雄市,2011,9,左營,28.79,fall
桃園市,2011,9,平鎮,27.59,fall
新北市,2011,9,永和,27.94,fall
臺南市,2011,9,安南,29.29,fall
嘉義縣,2011,9,朴子,28.71,fall
新北市,2011,9,汐止,27.68,fall
南投縣,2011,9,竹山,26.63,fall
新竹縣,2011,9,竹東,27.69,fall
臺中市,2011,9,西屯,28.05,fall
臺中市,2011,9,沙鹿,28.11,fall
宜蘭縣,2011,9,宜蘭,27.13,fall
新北市,2011,9,林口,26.52,fall
高雄市,2011,9,林園,28.17,fall
新北市,2011,9,板橋,27.68,fall
臺北市,2011,9,松山,27.56,fall
花蓮縣,2011,9,花蓮,27.67,fall
高雄市,2011,9,前金,29.02,fall
高雄市,2011,9,前鎮,29.24,fall
南投縣,2011,9,南投,27.87,fall
屏東縣,2011,9,屏東,28.41,fall
屏東縣,2011,9,恆春,26.46,fall
高雄市,2011,9,美濃,28.3,fall
苗栗縣,2011,9,苗栗,27.96,fall
南投縣,2011,9,埔里,26.39,fall
桃園市,2011,9,桃園,27.47,fall
基隆市,2011,9,基隆,27.06,fall
雲林縣,2011,9,崙背,27.63,fall
雲林縣,2011,9,麥寮,29.13,fall
高雄市,2011,9,復興,28.72,fall
新竹縣,2011,9,湖口,28.01,fall
臺南市,2011,9,善化,28.24,fall
新北市,2011,9,菜寮,28.09,fall
臺北市,2011,9,陽明,20.48,fall
新竹市,2011,9,新竹,28.21,fall
新北市,2011,9,新店,27.46,fall
新北市,2011,9,新莊,28.64,fall
嘉義縣,2011,9,新港,27.66,fall
臺南市,2011,9,新營,28.54,fall
高雄市,2011,9,楠梓,28.66,fall
新北市,2011,9,萬里,26.67,fall
臺北市,2011,9,萬華,29.03,fall
嘉義市,2011,9,嘉義,28.53,fall
彰化縣,2011,9,彰化,28.98,fall
雲林縣,2011,9,臺西,27.87,fall
臺東縣,2011,9,臺東,27.7,fall
臺南市,2011,9,臺南,29.01,fall
高雄市,2011,9,鳳山,28.9,fall
屏東縣,2011,9,潮州,27.45,fall
彰化縣,2011,9,線西,27.43,fall
高雄市,2011,9,橋頭,29.06,fall
苗栗縣,2011,9,頭份,27.86,fall
桃園市,2011,9,龍潭,26.83,fall
臺中市,2011,9,豐原,27.6,fall
臺東縣,2011,9,關山,25.77,fall
桃園市,2011,9,觀音,27.77,fall
彰化縣,2010,10,二林,25.23,fall
新北市,2010,10,三重,24.75,fall
苗栗縣,2010,10,三義,21.91,fall
新北市,2010,10,土城,25.08,fall
臺北市,2010,10,士林,24.83,fall
臺中市,2010,10,大里,25.37,fall
桃園市,2010,10,大園,24.35,fall
高雄市,2010,10,大寮,26.77,fall
高雄市,2010,10,小港,27.08,fall
臺北市,2010,10,中山,24.89,fall
桃園市,2010,10,中壢,23.64,fall
高雄市,2010,10,仁武,26.61,fall
雲林縣,2010,10,斗六,26.28,fall
宜蘭縣,2010,10,冬山,23.75,fall
臺北市,2010,10,古亭,24.64,fall
高雄市,2010,10,左營,27.09,fall
桃園市,2010,10,平鎮,23.93,fall
新北市,2010,10,永和,24.41,fall
臺南市,2010,10,安南,26.64,fall
嘉義縣,2010,10,朴子,25.87,fall
新北市,2010,10,汐止,24.2,fall
南投縣,2010,10,竹山,24.79,fall
新竹縣,2010,10,竹東,24.43,fall
臺中市,2010,10,西屯,25.41,fall
臺中市,2010,10,沙鹿,25,fall
宜蘭縣,2010,10,宜蘭,23.77,fall
臺中市,2010,10,忠明,26.52,fall
新北市,2010,10,林口,22.67,fall
高雄市,2010,10,林園,27.37,fall
新北市,2010,10,板橋,25.01,fall
臺北市,2010,10,松山,24.24,fall
花蓮縣,2010,10,花蓮,25.63,fall
高雄市,2010,10,前金,27.09,fall
高雄市,2010,10,前鎮,27.66,fall
南投縣,2010,10,南投,25.64,fall
屏東縣,2010,10,屏東,27.04,fall
屏東縣,2010,10,恆春,26.15,fall
高雄市,2010,10,美濃,26.02,fall
苗栗縣,2010,10,苗栗,24.67,fall
南投縣,2010,10,埔里,24.69,fall
桃園市,2010,10,桃園,23.3,fall
基隆市,2010,10,基隆,24.42,fall
雲林縣,2010,10,崙背,25.27,fall
高雄市,2010,10,復興,27.1,fall
新竹縣,2010,10,湖口,24.16,fall
臺南市,2010,10,善化,26.29,fall
新北市,2010,10,菜寮,25.22,fall
臺北市,2010,10,陽明,16.56,fall
新竹市,2010,10,新竹,24.88,fall
新北市,2010,10,新店,24.55,fall
新北市,2010,10,新莊,25.21,fall
嘉義縣,2010,10,新港,25.11,fall
臺南市,2010,10,新營,26.04,fall
高雄市,2010,10,楠梓,26.27,fall
新北市,2010,10,萬里,24.26,fall
臺北市,2010,10,萬華,24.63,fall
嘉義市,2010,10,嘉義,26.18,fall
彰化縣,2010,10,彰化,25.34,fall
雲林縣,2010,10,臺西,25.21,fall
臺東縣,2010,10,臺東,26.06,fall
臺南市,2010,10,臺南,26.6,fall
高雄市,2010,10,鳳山,27.1,fall
屏東縣,2010,10,潮州,26.58,fall
彰化縣,2010,10,線西,24.43,fall
高雄市,2010,10,橋頭,26.92,fall
苗栗縣,2010,10,頭份,24.79,fall
桃園市,2010,10,龍潭,23.35,fall
臺中市,2010,10,豐原,24.54,fall
臺東縣,2010,10,關山,24.3,fall
桃園市,2010,10,觀音,24.69,fall
彰化縣,2010,11,二林,21.33,fall
新北市,2010,11,三重,21.3,fall
苗栗縣,2010,11,三義,18.32,fall
新北市,2010,11,土城,21.75,fall
臺北市,2010,11,士林,21.6,fall
臺中市,2010,11,大里,20.94,fall
桃園市,2010,11,大園,21,fall
高雄市,2010,11,大寮,23.5,fall
高雄市,2010,11,小港,23.77,fall
臺北市,2010,11,中山,21.43,fall
桃園市,2010,11,中壢,20.46,fall
高雄市,2010,11,仁武,23.07,fall
雲林縣,2010,11,斗六,22.12,fall
宜蘭縣,2010,11,冬山,20.25,fall
臺北市,2010,11,古亭,21.31,fall
高雄市,2010,11,左營,23.2,fall
桃園市,2010,11,平鎮,20.74,fall
新北市,2010,11,永和,21.17,fall
臺南市,2010,11,安南,22.69,fall
嘉義縣,2010,11,朴子,21.88,fall
新北市,2010,11,汐止,20.92,fall
南投縣,2010,11,竹山,20.81,fall
新竹縣,2010,11,竹東,20.72,fall
臺中市,2010,11,西屯,21.66,fall
臺中市,2010,11,沙鹿,21.02,fall
宜蘭縣,2010,11,宜蘭,20.06,fall
臺中市,2010,11,忠明,22.15,fall
新北市,2010,11,林口,19.77,fall
高雄市,2010,11,林園,24.32,fall
新北市,2010,11,板橋,21.8,fall
臺北市,2010,11,松山,20.9,fall
花蓮縣,2010,11,花蓮,22.49,fall
高雄市,2010,11,前金,23.28,fall
高雄市,2010,11,前鎮,24.63,fall
南投縣,2010,11,南投,21.52,fall
屏東縣,2010,11,屏東,23.84,fall
屏東縣,2010,11,恆春,23.91,fall
高雄市,2010,11,美濃,22.56,fall
苗栗縣,2010,11,苗栗,20.87,fall
南投縣,2010,11,埔里,20.68,fall
桃園市,2010,11,桃園,20.53,fall
基隆市,2010,11,基隆,21.06,fall
雲林縣,2010,11,崙背,21.52,fall
高雄市,2010,11,復興,23.65,fall
新竹縣,2010,11,湖口,20.65,fall
臺南市,2010,11,善化,22.06,fall
新北市,2010,11,菜寮,21.8,fall
臺北市,2010,11,陽明,13.08,fall
新竹市,2010,11,新竹,21.46,fall
新北市,2010,11,新店,21.58,fall
新北市,2010,11,新莊,21.84,fall
嘉義縣,2010,11,新港,20.97,fall
臺南市,2010,11,新營,22.15,fall
高雄市,2010,11,楠梓,22.57,fall
新北市,2010,11,萬里,21.05,fall
臺北市,2010,11,萬華,21.36,fall
嘉義市,2010,11,嘉義,22.07,fall
彰化縣,2010,11,彰化,21.07,fall
雲林縣,2010,11,臺西,21.52,fall
臺東縣,2010,11,臺東,23.1,fall
臺南市,2010,11,臺南,22.53,fall
高雄市,2010,11,鳳山,23.53,fall
屏東縣,2010,11,潮州,23.53,fall
彰化縣,2010,11,線西,20.61,fall
高雄市,2010,11,橋頭,23.12,fall
苗栗縣,2010,11,頭份,21.05,fall
桃園市,2010,11,龍潭,19.99,fall
臺中市,2010,11,豐原,20.55,fall
臺東縣,2010,11,關山,20.86,fall
桃園市,2010,11,觀音,21.32,fall
彰化縣,2010,12,二林,17.62,winter
新北市,2010,12,三重,17.59,winter
苗栗縣,2010,12,三義,14.76,winter
新北市,2010,12,土城,17.69,winter
臺北市,2010,12,士林,17.49,winter
臺中市,2010,12,大里,17.05,winter
桃園市,2010,12,大園,17.1,winter
高雄市,2010,12,大寮,20.28,winter
高雄市,2010,12,小港,21.01,winter
臺北市,2010,12,中山,17.95,winter
桃園市,2010,12,中壢,16.59,winter
高雄市,2010,12,仁武,20.21,winter
雲林縣,2010,12,斗六,18.86,winter
宜蘭縣,2010,12,冬山,17.14,winter
臺北市,2010,12,古亭,17.77,winter
高雄市,2010,12,左營,20.29,winter
桃園市,2010,12,平鎮,16.91,winter
新北市,2010,12,永和,17.63,winter
臺南市,2010,12,安南,19.75,winter
嘉義縣,2010,12,朴子,18.73,winter
新北市,2010,12,汐止,17.24,winter
南投縣,2010,12,竹山,17.27,winter
新竹縣,2010,12,竹東,16.56,winter
臺中市,2010,12,西屯,18.26,winter
臺中市,2010,12,沙鹿,17.53,winter
宜蘭縣,2010,12,宜蘭,17.37,winter
臺中市,2010,12,忠明,18.29,winter
新北市,2010,12,林口,16.03,winter
高雄市,2010,12,林園,21.36,winter
新北市,2010,12,板橋,18.16,winter
臺北市,2010,12,松山,17.36,winter
花蓮縣,2010,12,花蓮,19.48,winter
高雄市,2010,12,前金,20.73,winter
高雄市,2010,12,前鎮,21.91,winter
南投縣,2010,12,南投,17.82,winter
屏東縣,2010,12,屏東,20.84,winter
屏東縣,2010,12,恆春,21.3,winter
高雄市,2010,12,美濃,19.31,winter
苗栗縣,2010,12,苗栗,16.85,winter
南投縣,2010,12,埔里,16.87,winter
桃園市,2010,12,桃園,16.65,winter
基隆市,2010,12,基隆,17.07,winter
雲林縣,2010,12,崙背,18.16,winter
高雄市,2010,12,復興,20.86,winter
新竹縣,2010,12,湖口,16.73,winter
臺南市,2010,12,善化,19.38,winter
新北市,2010,12,菜寮,18.1,winter
臺北市,2010,12,陽明,11.06,winter
新竹市,2010,12,新竹,17.3,winter
新北市,2010,12,新店,17.52,winter
新北市,2010,12,新莊,17.83,winter
嘉義縣,2010,12,新港,17.67,winter
臺南市,2010,12,新營,19.12,winter
高雄市,2010,12,楠梓,19.67,winter
新北市,2010,12,萬里,17.03,winter
臺北市,2010,12,萬華,17.75,winter
嘉義市,2010,12,嘉義,19.12,winter
彰化縣,2010,12,彰化,17.42,winter
雲林縣,2010,12,臺西,18.52,winter
臺東縣,2010,12,臺東,20.31,winter
臺南市,2010,12,臺南,19.62,winter
高雄市,2010,12,鳳山,20.64,winter
屏東縣,2010,12,潮州,20.31,winter
彰化縣,2010,12,線西,17.12,winter
高雄市,2010,12,橋頭,20.01,winter
苗栗縣,2010,12,頭份,16.8,winter
桃園市,2010,12,龍潭,16.06,winter
臺中市,2010,12,豐原,17.03,winter
臺東縣,2010,12,關山,17.39,winter
桃園市,2010,12,觀音,17.42,winter
彰化縣,2011,10,二林,24.83,fall
新北市,2011,10,三重,24.45,fall
苗栗縣,2011,10,三義,22,fall
新北市,2011,10,土城,24.53,fall
臺北市,2011,10,士林,24.62,fall
臺中市,2011,10,大里,26.02,fall
桃園市,2011,10,大園,22.54,fall
高雄市,2011,10,大寮,26.67,fall
高雄市,2011,10,小港,27.24,fall
臺北市,2011,10,中山,24.9,fall
桃園市,2011,10,中壢,23.7,fall
高雄市,2011,10,仁武,26.69,fall
雲林縣,2011,10,斗六,25.55,fall
宜蘭縣,2011,10,冬山,23.38,fall
臺北市,2011,10,古亭,24.5,fall
高雄市,2011,10,左營,26.62,fall
桃園市,2011,10,平鎮,24.01,fall
新北市,2011,10,永和,24.37,fall
臺南市,2011,10,安南,26.45,fall
嘉義縣,2011,10,朴子,25.77,fall
新北市,2011,10,汐止,24.16,fall
南投縣,2011,10,竹山,24.69,fall
新竹縣,2011,10,竹東,24.67,fall
臺中市,2011,10,西屯,25.46,fall
臺中市,2011,10,沙鹿,25.05,fall
宜蘭縣,2011,10,宜蘭,23.52,fall
臺中市,2011,10,忠明,25.78,fall
新北市,2011,10,林口,22.97,fall
高雄市,2011,10,林園,26.68,fall
新北市,2011,10,板橋,24.44,fall
臺北市,2011,10,松山,24.01,fall
花蓮縣,2011,10,花蓮,25.48,fall
高雄市,2011,10,前金,27.05,fall
高雄市,2011,10,前鎮,27.34,fall
南投縣,2011,10,南投,25.61,fall
屏東縣,2011,10,屏東,27.04,fall
屏東縣,2011,10,恆春,25.03,fall
高雄市,2011,10,美濃,27.04,fall
苗栗縣,2011,10,苗栗,24.83,fall
南投縣,2011,10,埔里,24.92,fall
桃園市,2011,10,桃園,24.01,fall
基隆市,2011,10,基隆,24.05,fall
雲林縣,2011,10,崙背,24.87,fall
雲林縣,2011,10,麥寮,28.49,fall
高雄市,2011,10,復興,26.95,fall
新竹縣,2011,10,湖口,24.39,fall
臺南市,2011,10,善化,26.12,fall
新北市,2011,10,菜寮,24.56,fall
臺北市,2011,10,陽明,17.64,fall
新竹市,2011,10,新竹,24.52,fall
新北市,2011,10,新店,24.06,fall
新北市,2011,10,新莊,25.1,fall
嘉義縣,2011,10,新港,24.75,fall
臺南市,2011,10,新營,25.76,fall
高雄市,2011,10,楠梓,26.69,fall
新北市,2011,10,萬里,24.09,fall
臺北市,2011,10,萬華,25.19,fall
嘉義市,2011,10,嘉義,26.12,fall
彰化縣,2011,10,彰化,25.94,fall
雲林縣,2011,10,臺西,25.06,fall
臺東縣,2011,10,臺東,25.61,fall
臺南市,2011,10,臺南,26.45,fall
高雄市,2011,10,鳳山,27.18,fall
屏東縣,2011,10,潮州,26.09,fall
彰化縣,2011,10,線西,24.54,fall
高雄市,2011,10,橋頭,27.11,fall
苗栗縣,2011,10,頭份,24.81,fall
桃園市,2011,10,龍潭,23.32,fall
臺中市,2011,10,豐原,24.76,fall
臺東縣,2011,10,關山,23.73,fall
桃園市,2011,10,觀音,24.52,fall
彰化縣,2011,11,二林,23.19,fall
新北市,2011,11,三重,23.22,fall
苗栗縣,2011,11,三義,20.69,fall
新北市,2011,11,土城,23.37,fall
臺北市,2011,11,士林,22.98,fall
臺中市,2011,11,大里,23.81,fall
桃園市,2011,11,大園,22.84,fall
高雄市,2011,11,大寮,24.6,fall
高雄市,2011,11,小港,25.51,fall
臺北市,2011,11,中山,23.7,fall
桃園市,2011,11,中壢,22.32,fall
高雄市,2011,11,仁武,24.82,fall
雲林縣,2011,11,斗六,23.76,fall
宜蘭縣,2011,11,冬山,22.15,fall
臺北市,2011,11,古亭,23.39,fall
高雄市,2011,11,左營,24.72,fall
桃園市,2011,11,平鎮,22.56,fall
新北市,2011,11,永和,23.27,fall
臺南市,2011,11,安南,24.31,fall
嘉義縣,2011,11,朴子,23.77,fall
新北市,2011,11,汐止,23.01,fall
南投縣,2011,11,竹山,22.73,fall
新竹縣,2011,11,竹東,23.63,fall
臺中市,2011,11,西屯,23.88,fall
臺中市,2011,11,沙鹿,23.5,fall
宜蘭縣,2011,11,宜蘭,22.45,fall
臺中市,2011,11,忠明,23.71,fall
新北市,2011,11,林口,21.63,fall
高雄市,2011,11,林園,24.86,fall
新北市,2011,11,板橋,23.31,fall
臺北市,2011,11,松山,22.92,fall
花蓮縣,2011,11,花蓮,23.79,fall
高雄市,2011,11,前金,25.11,fall
高雄市,2011,11,前鎮,25.33,fall
南投縣,2011,11,南投,23.59,fall
屏東縣,2011,11,屏東,25.04,fall
屏東縣,2011,11,恆春,24.03,fall
高雄市,2011,11,美濃,24.79,fall
苗栗縣,2011,11,苗栗,23.11,fall
南投縣,2011,11,埔里,22.85,fall
桃園市,2011,11,桃園,22.61,fall
基隆市,2011,11,基隆,22.56,fall
雲林縣,2011,11,崙背,23.41,fall
雲林縣,2011,11,麥寮,24.94,fall
高雄市,2011,11,復興,25.18,fall
新竹縣,2011,11,湖口,22.69,fall
臺南市,2011,11,善化,24.08,fall
新北市,2011,11,菜寮,23.24,fall
臺北市,2011,11,陽明,16.88,fall
新竹市,2011,11,新竹,22.87,fall
新北市,2011,11,新店,23.04,fall
新北市,2011,11,新莊,23.75,fall
嘉義縣,2011,11,新港,22.95,fall
臺南市,2011,11,新營,23.98,fall
高雄市,2011,11,楠梓,24.75,fall
新北市,2011,11,萬里,22.64,fall
臺北市,2011,11,萬華,23.5,fall
嘉義市,2011,11,嘉義,24.13,fall
彰化縣,2011,11,彰化,23.91,fall
雲林縣,2011,11,臺西,23.43,fall
臺東縣,2011,11,臺東,24.03,fall
臺南市,2011,11,臺南,24.36,fall
高雄市,2011,11,鳳山,25.07,fall
屏東縣,2011,11,潮州,24.46,fall
彰化縣,2011,11,線西,22.92,fall
高雄市,2011,11,橋頭,25.12,fall
苗栗縣,2011,11,頭份,23.02,fall
桃園市,2011,11,龍潭,21.94,fall
臺中市,2011,11,豐原,22.98,fall
臺東縣,2011,11,關山,22,fall
桃園市,2011,11,觀音,22.94,fall
彰化縣,2011,12,二林,17.65,winter
新北市,2011,12,三重,17.18,winter
苗栗縣,2011,12,三義,14.24,winter
新北市,2011,12,土城,17.16,winter
臺北市,2011,12,士林,16.76,winter
臺中市,2011,12,大里,17.66,winter
桃園市,2011,12,大園,17.04,winter
高雄市,2011,12,大寮,19.8,winter
高雄市,2011,12,小港,20.28,winter
臺北市,2011,12,中山,17.58,winter
桃園市,2011,12,中壢,15.98,winter
高雄市,2011,12,仁武,19.28,winter
雲林縣,2011,12,斗六,18.24,winter
宜蘭縣,2011,12,冬山,16.95,winter
臺北市,2011,12,古亭,17.21,winter
高雄市,2011,12,左營,19.23,winter
桃園市,2011,12,平鎮,16.15,winter
新北市,2011,12,永和,17.19,winter
臺南市,2011,12,安南,18.69,winter
嘉義縣,2011,12,朴子,18.71,winter
新北市,2011,12,汐止,16.68,winter
南投縣,2011,12,竹山,17.07,winter
新竹縣,2011,12,竹東,17.18,winter
臺中市,2011,12,西屯,18.05,winter
臺中市,2011,12,沙鹿,17.51,winter
宜蘭縣,2011,12,宜蘭,16.32,winter
臺中市,2011,12,忠明,17.6,winter
新北市,2011,12,林口,15.23,winter
高雄市,2011,12,林園,19.98,winter
新北市,2011,12,板橋,17.1,winter
臺北市,2011,12,松山,16.79,winter
花蓮縣,2011,12,花蓮,19.63,winter
高雄市,2011,12,前金,19.62,winter
高雄市,2011,12,前鎮,20.19,winter
南投縣,2011,12,南投,17.88,winter
屏東縣,2011,12,屏東,19.98,winter
屏東縣,2011,12,恆春,20.27,winter
高雄市,2011,12,美濃,19.77,winter
苗栗縣,2011,12,苗栗,16.99,winter
南投縣,2011,12,埔里,18.11,winter
桃園市,2011,12,桃園,16.09,winter
基隆市,2011,12,基隆,16.83,winter
雲林縣,2011,12,崙背,17.89,winter
雲林縣,2011,12,麥寮,19.3,winter
高雄市,2011,12,復興,19.85,winter
新竹縣,2011,12,湖口,16.4,winter
臺南市,2011,12,善化,18.67,winter
新北市,2011,12,菜寮,17.19,winter
臺北市,2011,12,陽明,11.23,winter
新竹市,2011,12,新竹,16.7,winter
新北市,2011,12,新店,16.85,winter
新北市,2011,12,新莊,17.26,winter
嘉義縣,2011,12,新港,17.47,winter
臺南市,2011,12,新營,18.73,winter
高雄市,2011,12,楠梓,19.25,winter
新北市,2011,12,萬里,17.45,winter
臺北市,2011,12,萬華,17.42,winter
嘉義市,2011,12,嘉義,18.49,winter
彰化縣,2011,12,彰化,17.74,winter
雲林縣,2011,12,臺西,18.12,winter
臺東縣,2011,12,臺東,20.1,winter
臺南市,2011,12,臺南,18.84,winter
高雄市,2011,12,鳳山,19.7,winter
屏東縣,2011,12,潮州,19.76,winter
彰化縣,2011,12,線西,17.52,winter
高雄市,2011,12,橋頭,19.69,winter
苗栗縣,2011,12,頭份,16.94,winter
桃園市,2011,12,龍潭,15.56,winter
臺中市,2011,12,豐原,16.58,winter
臺東縣,2011,12,關山,17.67,winter
桃園市,2011,12,觀音,17.28,winter
